FOODS_1_001,FOODS_1_002,FOODS_1_003,FOODS_1_004,FOODS_1_005,FOODS_1_006,FOODS_1_008,FOODS_1_009,FOODS_1_010,FOODS_1_011,FOODS_1_012,FOODS_1_013,FOODS_1_014,FOODS_1_015,FOODS_1_016,FOODS_1_017,FOODS_1_018,FOODS_1_019,FOODS_1_020,FOODS_1_021,FOODS_1_022,FOODS_1_023,FOODS_1_024,FOODS_1_025,FOODS_1_026,FOODS_1_027,FOODS_1_028,FOODS_1_029,FOODS_1_030,FOODS_1_031,FOODS_1_032,FOODS_1_033,FOODS_1_034,FOODS_1_035,FOODS_1_036,FOODS_1_037,FOODS_1_038,FOODS_1_039,FOODS_1_040,FOODS_1_041,FOODS_1_042,FOODS_1_043,FOODS_1_044,FOODS_1_045,FOODS_1_046,FOODS_1_047,FOODS_1_048,FOODS_1_049,FOODS_1_050,FOODS_1_051,FOODS_1_052,FOODS_1_053,FOODS_1_054,FOODS_1_055,FOODS_1_056,FOODS_1_057,FOODS_1_058,FOODS_1_059,FOODS_1_060,FOODS_1_061,FOODS_1_062,FOODS_1_063,FOODS_1_064,FOODS_1_065,FOODS_1_066,FOODS_1_067,FOODS_1_068,FOODS_1_069,FOODS_1_070,FOODS_1_071,FOODS_1_072,FOODS_1_073,FOODS_1_074,FOODS_1_075,FOODS_1_076,FOODS_1_077,FOODS_1_078,FOODS_1_079,FOODS_1_080,FOODS_1_081,FOODS_1_082,FOODS_1_083,FOODS_1_084,FOODS_1_085,FOODS_1_086,FOODS_1_087,FOODS_1_088,FOODS_1_089,FOODS_1_090,FOODS_1_091,FOODS_1_092,FOODS_1_093,FOODS_1_094,FOODS_1_095,FOODS_1_096,FOODS_1_097,FOODS_1_098,FOODS_1_099,FOODS_1_101,FOODS_1_102,FOODS_1_103,FOODS_1_104,FOODS_1_105,FOODS_1_106,FOODS_1_107,FOODS_1_108,FOODS_1_109,FOODS_1_110,FOODS_1_111,FOODS_1_112,FOODS_1_113,FOODS_1_114,FOODS_1_115,FOODS_1_116,FOODS_1_117,FOODS_1_118,FOODS_1_119,FOODS_1_120,FOODS_1_121,FOODS_1_122
9.971596,0.9943191,6.9974318,0.0,28.986073,12.969387,0.0,0.0,0.5625,3.9820392,1.9999999,20.937506,0.0,4.0084305,5.9966984,0.31524944,13.908734,45.123188,0.0,0.0,0.0,0.0,20.94501,0.0,5.013286,0.0,1.6788855,1.9935858,4.0076046,23.059023,42.091274,0.0,6.9375,4.008522,21.030981,8.982863,5.9677463,0.0,13.971497,0.0,0.0,0.0,73.92336,22.058466,28.948874,22.038118,0.0,12.985888,0.0,0.0,0.0,12.004674,21.956753,36.04289,0.0,0.0,0.0,0.0,0.0,20.01988,8.020066,17.992481,7.023096,4.025663,6.0236416,15.947578,0.0,1.9939526,0.0,0.0,0.0,13.020989,0.0,9.006597,3.002202,0.0,0.0,0.0,12.007515,1.5,0.0,22.98736,0.0,36.90321,24.017586,2.25,25.988832,0.0,8.0201645,5.976814,0.0,0.0,13.9495,1.0095298,16.977268,0.0,0.0,0.0,1.999998,8.003116,0.0,60.07662,0.0,28.008242,2.0014665,11.96848,0.0,0.0,0.0,18.045368,0.0,3.9868946,0.0,3.9704874,13.036101,0.0,4.984419,0.0,7.944274,0.0
16.028408,9.005682,9.006598,0.0,54.0264,19.013386,0.0,0.0,0.0,3.006048,0.0,17.020163,0.0,0.9897351,5.9966984,0.3739004,13.908734,37.766125,0.0,0.0,0.0,0.0,21.886356,0.0,11.984143,0.0,1.7521992,1.0034823,6.9900107,26.969019,37.882168,0.0,6.9375,9.997159,15.078824,3.9971583,4.997984,0.0,29.041883,0.0,0.0,0.0,48.908886,32.085052,50.05352,7.958212,0.0,12.985888,0.0,0.0,0.0,8.014387,19.009523,26.988644,0.0,0.0,0.0,0.0,0.0,26.047367,5.021265,14.960043,6.0197983,6.9919357,9.0067835,14.083591,0.0,1.0201603,0.0,0.0,0.0,11.030512,0.0,4.0208025,3.9886353,0.0,0.0,0.0,3.9908366,1.5,0.0,22.98736,0.0,57.947197,35.102646,2.25,32.059208,0.0,11.008064,12.962704,0.0,0.0,18.003214,10.01118,20.08065,0.0,0.0,0.0,5.999998,12.004673,0.0,31.08064,0.0,22.973055,2.0014665,14.003111,0.0,0.0,0.0,20.993946,0.0,6.0062327,0.0,9.994683,22.00495,0.0,7.0051312,0.0,41.9912,0.0
14.034087,9.005682,7.967372,0.0,25.040329,22.035376,0.0,0.0,0.0,6.988087,0.0,12.967747,0.0,4.9981656,1.9838691,0.46187687,25.072317,37.766125,0.0,0.007331848,0.0,0.0,14.943908,0.0,8.021259,0.0,1.876833,1.0034823,4.0076046,23.059023,28.902668,0.0,2.0005498,9.997159,21.030981,4.985705,7.981852,0.0,13.971497,0.0,0.0,0.0,48.162186,16.042526,16.06196,18.97728,0.0,10.003486,0.0,0.0,0.0,6.9999084,16.062311,33.953445,0.0,0.0,0.0,0.0,0.0,38.102367,17.992853,16.981668,9.029693,13.983871,7.97416,9.9413395,0.0,1.0201603,0.0,0.0,0.0,16.006691,0.0,4.985794,3.0450878,0.0,0.0,3.9985337,3.9908366,0.9992668,0.0,21.987902,0.0,66.18181,14.5747795,2.25,32.059208,0.0,5.975811,7.994957,0.0,0.0,12.995688,7.9921203,22.0887,0.0,0.0,0.0,1.999998,10.990194,0.0,42.07259,0.0,19.039307,0.99853367,14.003111,0.0,0.0,0.0,20.0504,0.0,3.003113,0.0,11.021539,13.036101,0.0,3.0086145,0.0,22.981668,0.0
18.02273,5.994318,4.988274,0.0,18.969934,12.969387,0.0,0.0,0.0,14.015211,0.0,17.020163,0.0,2.9939504,3.0208945,0.5278597,38.065994,48.066,0.0,0.007331848,0.0,0.0,10.943178,0.0,9.97883,0.0,1.9648094,2.9970682,10.003482,15.038488,15.994688,0.0,1.0002751,12.991474,17.062876,10.95995,9.995968,0.0,24.018429,0.0,0.0,0.0,48.162186,16.042526,27.081205,11.019068,0.0,9.009352,0.0,0.0,0.0,1.0144786,12.967749,51.017235,0.0,0.0,0.0,0.0,0.0,35.088627,9.972786,11.017866,10.03299,7.998353,6.0236416,15.947578,0.0,0.0,0.0,0.0,0.0,11.030512,0.0,1.018606,8.020162,0.0,0.0,0.0,5.0060506,0.0,0.0,19.989002,1.0000001,32.938423,19.090904,0.99963343,29.02402,0.0,5.0322533,11.022177,0.0,0.0,12.041878,10.01118,18.072575,0.0,0.0,0.0,4.999999,8.003116,0.0,26.91129,0.0,16.993773,0.99853367,20.944836,0.0,0.0,0.0,8.020169,0.0,8.025571,0.0,1.9852481,8.030241,0.0,2.0207121,0.0,21.988644,0.0
12.999997,1.9886382,7.967372,0.0,42.0374,16.998724,0.0,0.0,0.0,6.988087,0.0,15.939518,0.0,4.0084305,9.017592,0.58651066,13.542716,31.8805,0.0,0.007331848,0.0,0.0,10.943178,0.0,6.015946,0.0,2.0307922,2.9970682,6.9900107,21.956194,23.009912,0.0,0.0,13.039773,21.030981,10.014387,4.997984,0.0,13.029598,0.0,0.0,0.0,47.04216,14.037212,13.073692,23.99706,0.0,11.991754,0.0,0.0,0.0,0.0,19.009523,36.04289,0.0,0.0,0.0,0.0,0.0,26.047367,12.971587,8.996241,8.026394,7.998353,4.991018,16.983149,0.0,3.9879053,0.0,0.0,0.0,3.9809346,0.0,4.985794,6.0043983,0.0,0.0,0.0,7.0014644,0.0,0.0,15.991206,0.0,35.0733,14.5747795,2.25,28.075512,0.0,13.995965,6.9858904,0.0,0.0,5.9613214,4.0100822,25.009542,0.0,0.0,0.0,4.0,5.016036,0.0,21.036283,0.0,22.028957,0.0,14.960588,0.0,0.0,0.0,10.0252,0.0,3.003113,0.0,3.0120938,25.967922,0.0,4.490471,0.0,4.9651804,0.0
11.965907,4.0056834,7.967372,0.0,10.01612,19.013386,0.0,0.0,0.0,1.0150284,0.0,17.020163,0.0,0.9897351,4.0128293,0.6524925,19.032997,25.013939,0.0,0.014662743,0.0,0.0,12.002203,0.0,8.021259,0.0,2.1260996,1.9935858,12.985888,14.035924,30.866943,0.0,1.0002751,8.499998,16.070837,11.0029335,2.0141158,0.0,13.971497,0.0,0.0,0.0,47.04216,5.013293,14.9413595,11.019068,0.0,17.956566,0.0,0.0,0.0,8.995052,27.998528,52.06196,0.0,0.0,0.0,0.0,0.0,10.978651,5.9976206,12.02868,8.026394,5.985518,4.015766,27.960058,0.0,1.0201603,0.0,0.0,0.0,9.040045,0.0,4.985794,4.0315266,0.0,0.0,0.0,3.0106323,1.5,0.0,8.995052,0.0,38.12315,29.970673,2.25,28.075512,0.0,9.985883,4.967737,0.0,0.0,7.9881787,10.01118,14.05645,0.0,0.0,0.0,1.999998,9.017594,0.0,14.971772,0.0,14.948217,0.0,16.995235,0.014662743,0.0,0.0,22.998993,0.0,5.022451,0.0,4.9973416,13.036101,0.0,2.0207121,0.0,9.930361,0.0
22.011362,3.0113645,4.0183244,0.0,20.032259,21.028046,0.0,0.0,0.0,3.006048,0.0,29.98791,0.0,2.9939504,7.980573,0.7478008,17.93494,34.823315,0.0,0.029325485,0.0,0.0,16.94428,0.0,5.013286,0.0,2.2360706,1.9935858,5.995877,9.023098,30.0251,0.0,0.0,5.988637,15.078824,7.9943166,2.0141158,0.0,16.954184,0.0,0.0,0.0,57.869335,10.026586,28.948874,18.97728,0.0,10.003486,0.0,0.0,0.0,1.9951433,16.946474,53.97727,0.0,0.0,0.0,0.0,0.0,27.984789,9.972786,10.007053,3.0098944,9.004764,7.97416,30.03117,0.0,3.9879053,0.0,0.0,0.0,6.966646,0.0,19.996792,2.1873174,0.0,0.0,0.0,3.9908366,1.5,0.0,27.984596,0.0,38.12315,29.970673,2.25,17.072956,0.0,15.0181465,2.0181432,0.0,0.0,10.015036,7.9921203,16.977268,0.0,0.0,0.0,0.999999,12.004673,0.0,28.995977,0.0,25.01861,0.99853367,17.952711,0.014662743,0.0,0.0,14.978824,0.0,9.993128,0.0,1.0268546,25.02933,0.0,8.980936,0.0,19.009531,0.0
14.994318,0.0,9.976539,0.0,20.032259,18.006056,0.0,0.0,0.5625,3.9820392,0.0,20.937506,0.0,5.987904,3.0208945,0.85044,10.065526,34.823315,0.0,0.036657333,0.0,0.0,12.002203,0.0,9.97883,0.036657333,2.3387098,2.9970682,5.995877,15.038488,62.014477,0.0,0.0,5.022729,23.015034,11.99148,4.028222,0.0,16.012285,0.0,0.0,0.0,48.162186,15.03986,24.092915,16.038849,0.0,12.985888,0.0,0.0,0.0,0.0,17.978008,43.00769,0.0,0.0,0.0,0.0,0.0,18.943558,8.020066,7.985428,15.98112,1.0064174,4.015766,24.024931,0.0,3.014113,0.0,0.0,0.0,12.025756,0.0,10.990194,5.103737,0.0,0.0,0.99963313,7.0014644,1.5,0.0,18.989544,1.0000001,39.038124,35.92376,2.25,25.988832,0.0,13.995965,6.9858904,0.0,0.0,8.94199,20.02236,14.969217,0.0,0.0,0.0,0.0,9.017594,0.0,36.008057,0.0,15.577616,0.0,28.006237,0.02199459,0.0,0.0,25.004038,0.0,5.022451,0.0,6.9825897,22.00495,0.0,10.013745,0.0,20.9956,0.0
9.011365,4.0056834,13.9948635,0.0,18.969934,19.013386,0.0,0.0,0.5625,3.006048,0.0,19.04638,0.0,4.9981656,7.980573,0.9530792,19.032997,45.123188,0.0,0.051320076,0.0,0.0,12.943551,0.0,8.021259,0.05865097,2.4266863,4.0005503,5.995877,16.041054,46.861633,0.0,0.0,5.988637,24.007046,6.0172286,7.0120997,0.0,15.070388,0.0,0.0,0.0,48.908886,19.050486,19.050226,16.038849,0.0,12.985888,0.0,0.0,0.0,1.9951433,17.978008,28.033365,0.0,0.0,0.0,0.1875,0.0,32.93595,11.018877,12.02868,0.0,3.0192454,6.0236416,20.089804,0.0,5.0080657,0.0,0.0,0.0,5.9714127,0.0,12.0088005,7.1623917,0.0,0.0,0.0,12.007515,1.5,0.0,20.98846,0.0,53.067436,24.017586,1.9992669,28.075512,0.0,22.016129,7.994957,0.0,0.0,18.003214,6.0011015,14.05645,0.0,0.0,0.0,4.999999,6.988637,0.0,36.955647,0.0,38.078632,0.99853367,22.979467,0.029325485,0.0,0.0,20.0504,0.0,6.0062327,0.0,3.9704874,22.00495,0.0,6.017229,0.0,36.032993,0.0
27.994314,5.994318,6.9974318,0.0,15.02419,12.969387,0.0,0.0,0.5625,8.003116,0.0,17.965717,0.0,4.0084305,7.980573,1.0483875,13.908734,24.523438,0.0,0.05865097,0.0,0.0,20.00366,0.0,6.015946,0.036657333,2.4853373,6.997617,4.0076046,35.99212,30.866943,0.0,1.0002751,12.991474,24.007046,4.985705,4.997984,0.0,21.035742,0.0,0.0,0.0,38.081757,17.045174,11.019247,17.018337,0.0,12.985888,0.0,0.0,0.0,5.004765,41.99781,39.00294,0.0,0.0,0.0,0.0,0.0,27.984789,5.9976206,11.017866,9.029693,4.979108,6.998901,45.97875,0.0,7.0020185,0.02199459,0.0,0.0,11.030512,0.0,9.006597,4.0315266,0.0,0.0,0.0,8.016678,1.5,0.0,12.992849,0.0,70.14664,25.043991,0.0,29.972504,0.0,11.008064,4.967737,0.0,0.0,18.003214,10.01118,14.969217,0.0,0.0,0.0,4.999999,2.9870791,0.0,26.91129,0.0,16.993773,0.0,14.003111,0.05865097,0.0,0.0,16.040321,0.0,6.9900146,0.0,3.9704874,15.956201,0.0,8.980936,0.0,21.988644,0.0
